City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,okha,53.5739,142.9478,2.92,56,100,2.68,RU,1714871386
285,as sulayyil,20.4607,45.5779,27.14,48,77,5.75,SA,1714871387
286,chadron,42.8294,-102.9999,16.82,32,0,5.66,US,1714871387
287,i-n-salah,27.1935,2.4607,27.28,10,0,8.23,DZ,1714871387
288,shreveport,32.5251,-93.7502,27.12,68,0,2.57,US,1714871277
289,melfi,40.9965,15.6514,8.05,90,3,2.86,IT,1714871239
290,ha giang,22.8333,104.9833,25.14,73,78,0.8,VN,1714871387
291,bikin,46.8161,134.26,19.95,41,100,4.36,RU,1714871387
292,rongelap,11.1635,166.8941,27.47,77,100,6.74,MH,1714871388
293,port hedland,-20.3167,118.5667,27.03,18,0,3.6,AU,1714871388
294,hun,29.1268,15.9477,19.22,39,0,2.95,LY,1714871388
295,egilsstadir,65.2653,-14.3948,9.22,95,99,2.09,IS,1714871388
296,roha,18.4333,73.1167,24.65,84,0,0.14,IN,1714871388
297,flin flon,54.7682,-101.865,7.6,53,100,2.56,CA,1714871388
298,tagta,41.6504,59.9164,14.24,79,98,6.51,TM,1714871360
299,maumere,-8.6199,122.2111,28.17,74,70,2.44,ID,1714871389
300,old town,50.087,14.4202,14.05,90,0,2.06,CZ,1714871240
301,nadi,-17.8,177.4167,31.0,66,75,4.63,FJ,1714871389
302,mossel bay,-34.1831,22.146,15.76,84,2,2.8,ZA,1714871389
303,tyuratam,45.6507,63.3156,14.93,50,100,4.21,KZ,1714871389
304,mednogorsk,51.4128,57.595,-0.2,68,7,0.8,RU,1714871389
305,burela de cabo,43.65,-7.4,13.9,88,100,4.8,ES,1714871389
306,jijiga,9.35,42.8,19.89,79,89,0.5,ET,1714871390
307,tromso,69.6496,18.957,1.01,64,100,3.09,NO,1714871390
308,queenstown,-31.8976,26.8753,12.97,53,0,0.6,ZA,1714871390
309,wuwei,37.9281,102.6414,20.02,15,0,1.07,CN,1714871390
310,lianran,24.9227,102.485,20.04,39,68,1.74,CN,1714871390
311,vorgashor,67.5833,63.95,-16.08,98,100,1.58,RU,1714871390
312,ostersund,63.1792,14.6357,7.25,45,12,2.24,SE,1714871216
313,mkuranga,-7.118,39.2078,20.87,90,100,4.54,TZ,1714871360
314,road town,18.4167,-64.6167,29.05,78,0,3.67,VG,1714871391
315,djambala,-2.5447,14.7533,21.83,83,16,0.52,CG,1714871391
316,kanaya,34.8167,138.1333,21.7,73,2,2.38,JP,1714871391
317,new norfolk,-42.7826,147.0587,13.84,52,0,0.27,AU,1714871391
318,namdrik,5.5994,168.1028,27.84,83,42,7.72,MH,1714871391
319,kourou,5.1552,-52.6478,27.03,95,80,3.2,GF,1714871392
320,acapulco de juarez,16.8634,-99.8901,26.9,78,40,4.12,MX,1714871340
321,kerikeri,-35.2268,173.9474,15.61,85,96,2.7,NZ,1714871392
322,tyukhtet,56.5389,89.3011,8.0,82,100,2.9,RU,1714871392
323,mournies,35.4764,24.0092,15.22,88,75,2.57,GR,1714871392
324,bikenibeu village,1.3673,173.1241,31.98,70,20,4.63,KI,1714871392
325,nadym,65.5333,72.5167,-3.91,80,100,8.6,RU,1714871392
326,yumaguzino,52.9041,56.3933,-0.8,72,8,0.69,RU,1714871393
327,howard springs,-12.497,131.047,31.01,68,100,5.04,AU,1714871393
328,ta`u,-14.2336,-169.5144,28.38,81,99,9.91,AS,1714871393
329,pathein,16.7833,94.7333,30.55,66,2,3.74,MM,1714871393
330,mildura,-34.2,142.15,18.93,72,93,3.94,AU,1714871393
331,maintirano,-18.0667,44.0167,25.26,81,73,2.25,MG,1714871393
332,koreiz,44.4337,34.0852,4.25,65,0,4.79,UA,1714871393
333,vadso,70.0744,29.7487,-0.91,80,75,7.72,NO,1714871394
334,veinticinco de mayo,-35.4323,-60.1727,14.43,96,0,2.68,AR,1714871394
335,buala,-8.145,159.5921,29.1,76,100,2.43,SB,1714871394
336,gorontalo,0.5412,123.0595,30.71,64,33,0.59,ID,1714871257
337,sovetsk,55.0839,21.8785,11.46,80,100,1.96,RU,1714871394
338,saint-philippe,-21.3585,55.7679,21.77,80,84,6.77,RE,1714871395
339,al bardiyah,31.7561,25.0865,16.16,68,4,7.86,LY,1714871395
340,churchdown,51.8871,-2.1816,10.22,87,43,1.19,GB,1714871395
341,bandrele,-12.9067,45.1914,27.86,89,20,4.12,YT,1714871395
342,guerrero negro,27.9769,-114.0611,17.55,71,0,9.23,MX,1714871387
343,kachkanar,58.7,59.4948,-3.62,64,0,3.43,RU,1714871395
344,kotel'nikovo,47.6317,43.1461,4.28,46,100,3.2,RU,1714871395
345,chokwe,-24.5333,32.9833,17.37,85,0,1.87,MZ,1714871396
346,male,4.1748,73.5089,29.63,77,46,5.88,MV,1714871396
347,timaru,-44.4,171.25,12.82,77,4,1.34,NZ,1714871396
348,zambezi,-13.5432,23.1047,13.83,64,95,2.37,ZM,1714871396
349,el bauga,18.262,33.9081,24.48,8,0,4.96,SD,1714871396
350,port saint john's,-31.6229,29.5448,21.52,84,100,5.78,ZA,1714871396
351,atasu,48.6814,71.6433,11.85,57,100,4.82,KZ,1714871396
352,boa vista,2.8197,-60.6733,24.66,94,57,2.27,BR,1714871396
353,tulun,54.5611,100.5792,12.31,58,7,3.52,RU,1714871397
354,sola,-13.8833,167.55,27.7,81,76,11.14,VU,1714871397
355,newport,51.5877,-2.9984,10.37,86,49,0.69,GB,1714871254
356,yakakent,41.6325,35.5289,12.11,91,100,5.14,TR,1714871397
357,parabel',58.6978,81.4825,3.28,63,100,7.6,RU,1714871397
358,shingu,33.7333,135.9833,20.02,58,94,1.97,JP,1714871397
359,bredy,52.4153,60.3411,-0.42,68,0,2.56,RU,1714871397
360,'ain el hadjar,34.7585,0.1453,15.53,46,0,1.78,DZ,1714871397
361,nouadhibou,20.931,-17.0347,17.99,88,0,6.69,MR,1714871398
362,vallenar,-28.5708,-70.7581,18.21,32,35,1.32,CL,1714871398
363,tolanaro,-25.0319,46.9987,21.31,64,66,5.37,MG,1714871398
364,rawai,7.7797,98.3253,31.66,72,100,4.76,TH,1714871398
365,portsmouth heights,36.821,-76.3688,18.36,85,100,3.6,US,1714871190
366,roanoke,37.271,-79.9414,15.36,94,100,3.09,US,1714871163
367,nizhnesortymskiy,62.4397,71.7603,-0.76,98,100,7.18,RU,1714871398
368,port antonio,18.18,-76.4612,25.34,86,0,3.19,JM,1714871398
369,sanya,18.2431,109.505,28.09,78,75,3.0,CN,1714871120
370,gundorovskiy,46.7805,41.8968,7.55,45,100,4.19,RU,1714871399
371,kulhudhuffushi,6.6221,73.07,29.87,74,100,3.38,MV,1714871399
372,bel ombre,-4.6167,55.4167,28.47,76,100,2.57,SC,1714871251
373,manggar,-2.8833,108.2667,28.76,76,100,3.31,ID,1714871399
374,kupang,-10.1667,123.5833,32.32,74,20,4.12,ID,1714871259
375,yantzaza,-3.8278,-78.7594,20.92,98,55,0.41,EC,1714871399
376,mangalia,43.8,28.5833,11.43,84,0,3.43,RO,1714871400
377,berezovyy,51.6667,135.7,8.26,52,97,3.16,RU,1714871400
378,mogocha,53.7333,119.7667,10.25,32,1,1.68,RU,1714871400
379,viedma,-40.8135,-62.9967,12.52,28,10,5.74,AR,1714871400
380,keren,15.7778,38.4581,21.14,47,73,2.25,ER,1714871400
381,harstad,68.799,16.5293,2.67,95,100,5.36,NO,1714871400
382,santiago juxtlahuaca,17.3333,-98.0167,17.85,72,23,1.49,MX,1714871400
383,inongo,-1.95,18.2667,22.77,84,78,0.81,CD,1714871394
384,bairnsdale,-37.8333,147.6167,16.7,79,65,1.43,AU,1714871401
385,aripuana,-9.1667,-60.6333,25.36,72,100,0.65,BR,1714871120
386,smithers,54.7804,-127.1743,12.35,74,100,2.4,CA,1714871401
387,altai,46.3722,96.2583,9.17,21,13,1.17,MN,1714871401
388,sasebo,33.1592,129.7228,22.24,59,100,6.9,JP,1714871401
389,kushiro,42.975,144.3747,7.32,87,99,4.42,JP,1714871401
390,woodstock,43.1334,-80.7497,19.25,82,91,0.45,CA,1714871180
391,juneau,58.3019,-134.4197,16.0,76,100,4.12,US,1714871348
392,pechora,65.1472,57.2244,-8.41,94,100,1.34,RU,1714871402
393,itaituba,-4.2761,-55.9836,24.54,98,17,0.67,BR,1714871402
394,nan,18.8333,100.6667,31.0,43,69,0.85,TH,1714871402
395,odesskoye,54.2111,72.9651,4.78,59,61,6.73,RU,1714871402
396,bodo,67.28,14.405,4.32,80,0,2.68,NO,1714871402
397,imbituba,-28.24,-48.6703,24.92,96,100,1.62,BR,1714871403
398,manta,-0.95,-80.7333,25.88,78,0,2.57,EC,1714871403
399,santiago del estero,-27.7951,-64.2615,16.51,85,0,3.34,AR,1714871363
400,colonia,50.9333,6.95,11.65,92,0,2.57,DE,1714871403
401,osorno,-40.5667,-73.15,4.58,99,61,1.64,CL,1714871403
402,rabigh,22.7986,39.0349,27.84,60,0,2.28,SA,1714871403
403,campbell river,50.0163,-125.2446,16.44,35,97,1.34,CA,1714871403
404,hays,30.0502,-98.0336,25.21,87,100,1.79,US,1714871116
405,tsengel,49.4783,100.8894,10.72,45,7,2.05,MN,1714871404
406,mogadishu,2.0371,45.3438,28.11,81,100,5.34,SO,1714871244
407,guarapari,-20.6667,-40.4975,22.64,90,0,2.66,BR,1714871257
408,les cayes,18.2,-73.75,25.69,81,0,2.33,HT,1714871404
409,chebba,35.2372,11.115,17.75,55,4,0.89,TN,1714871404
410,saipan,15.1355,145.701,32.39,62,40,5.14,MP,1714871404
411,alfredo v. bonfil,21.0833,-86.85,27.97,78,20,3.09,MX,1714871404
412,paoua,7.2427,16.4406,24.7,48,5,1.99,CF,1714871405
413,remire-montjoly,4.9167,-52.2667,27.02,94,20,0.51,GF,1714871405
414,ust'-kut,56.7938,105.7672,11.35,71,93,1.34,RU,1714871405
415,mont-laurier,46.5501,-75.4993,14.03,78,100,3.67,CA,1714871389
416,synel'nykove,48.3204,35.5179,3.68,46,0,1.8,UA,1714871405
417,ivdel',60.6911,60.4206,-3.23,88,9,2.24,RU,1714871405
418,morondava,-20.2833,44.2833,23.43,64,0,4.61,MG,1714871238
419,mhamid,29.82,-5.72,24.3,7,0,2.61,MA,1714871406
420,igbeti,8.75,4.1333,25.25,81,30,4.24,NG,1714871406
421,kirs,59.3388,52.2447,-3.37,78,34,1.49,RU,1714871406
422,arua,3.0201,30.9111,17.22,90,100,1.41,UG,1714871406
423,mount gambier,-37.8333,140.7667,16.54,70,71,2.77,AU,1714871406
424,pangody,65.85,74.4859,-4.62,90,100,8.35,RU,1714871406
425,kas,36.2018,29.6377,14.69,59,52,2.44,TR,1714871406
426,aasiaat,68.7098,-52.8699,-13.91,94,80,3.13,GL,1714871406
427,terbanggi besar,-4.8667,105.2333,25.98,87,81,1.43,ID,1714871407
428,tezu,27.9167,96.1667,25.17,48,100,1.43,IN,1714871407
429,happy valley-goose bay,53.3168,-60.3315,3.35,75,100,0.58,CA,1714871407
430,enriquillo,17.9,-71.2333,24.74,84,0,2.76,DO,1714871407
431,arroyito,-31.4202,-63.05,15.62,93,19,3.16,AR,1714871131
432,turpan,42.9333,89.1667,28.95,9,81,1.81,CN,1714871407
433,ciudad bolivar,8.1222,-63.5497,32.78,45,14,6.8,VE,1714871258
434,la passe,45.5549,-0.8967,14.13,96,100,3.33,FR,1714871251
435,byron bay,-28.65,153.6167,22.09,68,0,0.79,AU,1714871408
436,polyarnyy,69.1989,33.4478,-4.36,96,99,4.65,RU,1714871408
437,sodankyla,67.4167,26.6,-8.2,96,16,2.12,FI,1714871408
438,vila velha,-20.3297,-40.2925,23.97,88,40,1.54,BR,1714870538
439,jiazi,22.8779,116.067,24.43,90,100,2.53,CN,1714871409
440,shihezi,44.3,86.0333,22.46,20,18,0.61,CN,1714871409
441,ulladulla,-35.35,150.4667,15.29,85,100,3.8,AU,1714871409
442,dabat,12.9842,37.765,15.47,30,0,1.58,ET,1714871409
443,chibougamau,49.9168,-74.3659,10.4,86,99,3.21,CA,1714871409
444,treasure island,27.7692,-82.769,27.23,76,0,2.57,US,1714871409
445,tamanrasset,22.785,5.5228,25.95,25,0,5.66,DZ,1714871409
446,changde,29.0464,111.6783,18.05,76,90,0.76,CN,1714871410
447,midland,31.9974,-102.0779,19.37,79,0,8.23,US,1714871316
448,trstenik,43.6169,21.0025,10.23,90,36,1.43,RS,1714871410
449,alta,69.9689,23.2717,0.59,69,100,4.12,NO,1714871410
450,birobidzhan,48.8,132.95,11.01,45,100,6.88,RU,1714871410
451,al kharj,24.155,47.3346,24.32,39,0,3.99,SA,1714871212
452,palikir - national government center,6.9248,158.1611,30.47,79,100,7.72,FM,1714871410
453,hilton head island,32.2163,-80.7526,24.43,73,75,1.79,US,1714871173
454,banfora,10.6333,-4.7667,31.25,45,5,2.1,BF,1714871411
455,valdosta,30.8327,-83.2785,20.97,97,0,1.54,US,1714871411
456,guatrache,-37.6678,-63.5302,12.11,82,80,5.05,AR,1714871411
457,puerto rico,-26.796,-55.024,22.06,99,12,0.38,AR,1714871411
458,bila tserkva,49.8094,30.1121,6.88,71,19,3.39,UA,1714871411
459,sandnessjoen,66.0217,12.6316,-0.71,78,16,7.22,NO,1714871411
460,walvis bay,-22.9575,14.5053,14.49,83,0,4.2,NA,1714871412
461,sterling,39.0062,-77.4286,11.86,88,100,3.6,US,1714871190
462,gisborne,-38.6533,178.0042,15.58,57,1,3.0,NZ,1714871124
463,tomatlan,19.9333,-105.25,26.14,56,72,3.03,MX,1714871412
464,lodwar,3.1191,35.5973,24.22,80,100,1.67,KE,1714871412
465,sohbatpur,28.5202,68.5434,29.11,25,0,3.88,PK,1714871412
466,alaghsas,17.0187,8.0168,30.55,11,0,4.2,NE,1714871412
467,besuki,-7.7338,113.6979,28.19,62,100,1.33,ID,1714871412
468,makinsk,52.6292,70.4169,2.64,76,100,4.46,KZ,1714871413
469,korla,41.7597,86.1469,21.8,15,5,2.54,CN,1714871413
470,cartagena,10.3997,-75.5144,27.79,83,20,0.51,CO,1714871383
471,spas-klepiki,55.1347,40.1767,5.52,97,100,3.21,RU,1714871413
472,dengzhou,37.8086,120.7508,10.71,95,100,2.99,CN,1714871413
473,chardara,41.2547,67.9692,19.75,75,100,6.06,KZ,1714871413
474,menaka,15.9182,2.4022,34.44,18,96,2.44,ML,1714871413
475,alness,57.696,-4.2551,10.48,95,100,0.81,GB,1714871413
476,nuuk,64.1835,-51.7216,-4.66,50,0,13.38,GL,1714871280
477,port alberni,49.2413,-124.8028,17.29,70,100,0.89,CA,1714871414
478,colby,39.3958,-101.0524,14.46,47,0,5.66,US,1714871414
479,usogorsk,63.4106,48.6872,-10.74,98,83,0.72,RU,1714871414
480,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.72,PT,1714871414
481,muroto-misakicho,33.2833,134.15,19.66,75,90,4.61,JP,1714871415
482,tlahualilo de zaragoza,26.1167,-103.45,32.82,12,0,5.23,MX,1714871415
483,lewisburg,35.4492,-86.7889,22.1,88,40,0.0,US,1714871290
484,chos malal,-37.3781,-70.2709,6.5,68,20,5.16,AR,1714871415
485,kristiansund,63.1115,7.732,9.36,81,41,2.57,NO,1714871415
486,coahuayana de hidalgo,18.7,-103.6583,24.88,72,9,2.12,MX,1714871415
487,almenara,-16.1836,-40.6944,21.08,87,0,0.34,BR,1714871415
488,barah,13.7,30.3667,25.67,16,97,4.09,SD,1714871415
489,buinsk,54.95,48.2833,1.71,61,16,2.38,RU,1714871416
490,meadow lakes,61.6247,-149.6011,12.84,44,100,3.6,US,1714871416
491,santiago de cao,-7.9589,-79.2392,19.07,88,65,5.14,PE,1714871416
492,punta alta,-38.8759,-62.0736,14.09,72,93,5.38,AR,1714871416
493,sankt veit an der glan,46.7681,14.3603,9.12,87,43,2.06,AT,1714871417
494,malibu,34.005,-118.8101,19.33,85,100,1.79,US,1714871417
495,verkhovyna,48.1557,24.7911,5.48,88,10,1.8,UA,1714871417
496,lichinga,-13.3128,35.2406,15.05,88,40,3.09,MZ,1714871417
497,mar del plata,-38.0023,-57.5575,14.49,89,0,4.12,AR,1714870912
498,east london,-33.0153,27.9116,20.57,78,90,5.07,ZA,1714871418
499,bhubaneshwar,20.2333,85.8333,29.12,89,75,4.63,IN,1714871418
500,chilliwack,49.1747,-121.9443,17.77,64,100,1.34,CA,1714871418
501,istgah-e rah ahan-e garmsar,35.2346,52.3094,18.72,40,93,7.37,IR,1714871418
502,yukhary-dashkesan,40.4947,46.0772,6.42,90,100,2.18,AZ,1714871419
503,fortuna,40.5982,-124.1573,10.55,91,100,3.6,US,1714871419
504,south venice,27.0531,-82.4243,27.01,82,100,1.54,US,1714871163
505,springs,-26.25,28.4,14.26,43,0,1.35,ZA,1714871419
506,trancas,-26.2314,-65.2803,13.75,87,0,1.38,AR,1714871420
507,tsiombe,-25.3,45.4833,17.47,76,0,2.85,MG,1714871238
508,yeppoon,-23.1333,150.7333,22.88,81,56,6.31,AU,1714871420
509,goor,52.2333,6.5861,10.78,94,87,3.53,NL,1714871398
510,patong,7.8961,98.2966,31.68,72,100,4.07,TH,1714871420
511,san carlos del zulia,9.0,-71.9135,25.03,88,43,1.18,VE,1714871420
512,darwin,-12.4611,130.8418,31.05,51,0,7.2,AU,1714871421
513,kalachinsk,55.0529,74.5751,5.59,67,99,6.18,RU,1714871421
514,svobodnyy,51.4,128.1333,10.45,50,16,5.94,RU,1714871421
515,gaspe,48.8334,-64.4819,2.45,75,100,1.78,CA,1714871421
516,ouadda,8.0777,22.4007,19.92,60,5,2.14,CF,1714871421
517,bantay,17.5847,120.3892,32.76,67,0,1.03,PH,1714871422
518,acarau,-2.8856,-40.12,25.67,89,100,3.79,BR,1714871185
519,coxen hole,16.3244,-86.5366,27.6,78,20,5.14,HN,1714871422
520,camocim,-2.9022,-40.8411,25.17,91,100,2.72,BR,1714871422
521,nemuro,43.3236,145.575,5.93,87,95,5.42,JP,1714871422
522,gobo,33.8833,135.15,19.75,68,100,6.85,JP,1714871422
523,tofol,5.3248,163.0078,30.88,74,75,3.6,FM,1714871423
524,cruzeiro,-22.5761,-44.9628,19.56,75,0,1.17,BR,1714871423
525,byaroza,52.5314,24.9786,11.1,93,60,3.39,BY,1714871423
526,tubarjal,30.4999,38.216,19.54,36,54,3.56,SA,1714871423
527,minas de marcona,-15.2119,-75.1103,15.99,87,78,4.79,PE,1714871423
528,hirara,24.8,125.2833,26.68,85,22,7.79,JP,1714871423
529,lebanon,36.2081,-86.2911,21.72,88,20,2.06,US,1714871197
530,marsh harbour,26.5412,-77.0636,24.18,74,0,7.28,BS,1714871424
531,igarape acu,-1.1289,-47.62,24.41,97,98,2.23,BR,1714871424
532,poronaysk,49.2167,143.1167,2.05,80,100,5.73,RU,1714871130
533,camana,-16.6228,-72.7111,20.41,91,100,3.47,PE,1714871425
534,sinabang,2.4803,96.3801,27.85,82,100,1.72,ID,1714871425
535,akureyri,65.6835,-18.0878,6.93,90,100,0.42,IS,1714871425
536,belyy yar,53.6039,91.3903,11.94,87,0,4.0,RU,1714871425
537,kayangel,8.0823,134.7173,28.7,70,100,6.83,PW,1714871425
538,safaga,26.7292,33.9365,25.72,34,87,3.43,EG,1714871425
539,ishinomaki,38.4167,141.3,20.49,52,52,2.77,JP,1714871425
540,chipinge,-20.1883,32.6236,12.22,94,27,1.38,ZW,1714871426
541,fort st. john,56.2499,-120.8529,12.98,32,100,3.3,CA,1714871426
542,tombolo,45.6395,11.8254,15.44,85,86,1.19,IT,1714871426
543,syas'stroy,60.1367,32.5691,3.19,92,100,6.65,RU,1714871426
544,arkhara,49.4212,130.0842,11.54,45,1,4.02,RU,1714871426
545,magdagachi,53.45,125.8,11.79,40,2,1.43,RU,1714871426
546,comal,29.8169,-98.3003,25.82,84,94,2.68,US,1714871135
547,erenhot,43.6475,111.9767,14.85,29,100,8.51,CN,1714871427
548,taroudant,30.4703,-8.877,15.71,63,3,0.77,MA,1714871427
549,sao vicente,-23.9631,-46.3919,31.26,26,0,1.22,BR,1714871427
550,hiratacho,35.4333,132.8167,24.03,38,89,2.39,JP,1714871427
551,port pirie,-33.1833,138.0167,20.07,42,0,3.18,AU,1714871427
552,fayzabad,37.1166,70.58,14.18,74,99,1.89,AF,1714871427
553,zhob,31.3411,69.4481,19.08,52,11,2.39,PK,1714871428
554,makarov,48.6333,142.8,0.81,94,100,3.67,RU,1714871428
555,fort bragg,35.139,-79.006,20.75,94,100,1.54,US,1714871355
556,dhamtari,20.7072,81.5497,28.28,13,93,2.85,IN,1714871428
557,kaifeng,34.7911,114.3483,16.61,69,100,2.0,CN,1714871428
558,macau,22.2006,113.5461,26.89,94,40,1.03,MO,1714871393
559,bokoro,12.3807,17.0568,32.1,13,39,3.33,TD,1714871428
560,blenheim,-41.516,173.9528,17.51,64,1,0.89,NZ,1714871428
561,qusmuryn,52.4503,64.6311,1.11,74,0,2.85,KZ,1714871429
562,lerma,42.0261,-3.7598,11.31,98,47,3.07,ES,1714871165
563,kalabo,-14.97,22.6814,14.92,59,7,2.02,ZM,1714871429
564,sirte,31.2089,16.5887,17.74,63,0,2.17,LY,1714871429
565,newman,37.3138,-121.0208,12.81,79,22,3.13,US,1714871429
566,madang,-5.2246,145.7966,26.27,92,100,0.55,PG,1714871430
567,semenov,56.7875,44.493,0.28,70,100,2.22,RU,1714871430
568,cidreira,-30.1811,-50.2056,20.8,95,100,2.16,BR,1714871430
